language,license,rightsHolder,accessRights,datasetID,institutionCode,datasetName,taxonID,scientificName,kingdom,phylum,class,order,family,genus,taxonRank,nomenclaturalCode,locationID,locality,countryCode,occurrenceStatus,establishmentMeans,degreeOfEstablishment,pathway,eventDate,source,occurrenceRemarks,isMarine,isFreshwater,isTerrestrial
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:468abc4fa7be8283dfdabafc557755f4,"Trachemys scripta troostii (Holbrook, 1836)",Animalia,Chordata,Reptilia,Testudines,Emydidae,Trachemys,subspecies,ICZN,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,pet,2012/2024,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:468abc4fa7be8283dfdabafc557755f4,"Trachemys scripta troostii (Holbrook, 1836)",Animalia,Chordata,Reptilia,Testudines,Emydidae,Trachemys,subspecies,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2003/2024,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak | Vogelbescherming Vlaanderen",,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:468abc4fa7be8283dfdabafc557755f4,"Trachemys scripta troostii (Holbrook, 1836)",Animalia,Chordata,Reptilia,Testudines,Emydidae,Trachemys,subspecies,ICZN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,casual,pet,2018/2024,Natagora,,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:4975c2c62a63e4383b1e9b6c849c60bf,"Pelusios castaneus (Schweigger, 1812)",Animalia,Chordata,Reptilia,Testudines,Pelomedusidae,Pelusios,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2020/2020,SOS reptiel,,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:4a32eb37dd44f83925f95e39ee2da0a0,"Emys orbicularis (Linnaeus, 1758)",Animalia,Chordata,Reptilia,Testudines,Emydidae,Emys,species,ICZN,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,pet,1990/2024,Own observation,,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:4a32eb37dd44f83925f95e39ee2da0a0,"Emys orbicularis (Linnaeus, 1758)",Animalia,Chordata,Reptilia,Testudines,Emydidae,Emys,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2010/2024,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:4a32eb37dd44f83925f95e39ee2da0a0,"Emys orbicularis (Linnaeus, 1758)",Animalia,Chordata,Reptilia,Testudines,Emydidae,Emys,species,ICZN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,casual,pet,2021/2024,Natagora,,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:4ce7318f8fdf13ef348aaf364126913d,"Lampropeltis triangulum (Lacépède, 1789)",Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2010/2019,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak | Vogelbescherming Vlaanderen",,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:51c001f265c9a71e54b3560f72b04361,"Echis carinatus (Schneider, 1801)",Animalia,Chordata,Reptilia,Squamata,Viperidae,Echis,species,ICZN,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,containerBulk,2017/2017,"Jooris, R. & Lehouck, M. (2007). De Muurhagedis in Vlaanderen. Natuur.focus 6(4):123-129 | SOS reptiel",Container with stone from India,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:535325733bc0d2de792c94db229f6236,"Zamenis situla (Linnaeus, 1758)",Animalia,Chordata,Reptilia,Squamata,Colubridae,Zamenis,species,ICZN,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,otherTransport,2018/2018,"Graitson, Paquet and Verbelen, 2021",,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:584c397bee0d1e9af38cf6400a07af86,"Rhamphiophis (Peters, 1854)",Animalia,Chordata,Reptilia,Squamata,Lamprophiidae,Rhamphiophis,genus,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2015/2015,Vogelbescherming Vlaanderen,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:58e54c752ab1a10d28157e225f283408,"Lampropeltis triangulum hondurensis (K.L. Williams, 1978)",Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,subspecies,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2017/2023,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:59464973fe73bb7ce6c6f41b8db2c469,"Trachemys scripta elegans (Wied, 1838)",Animalia,Chordata,Reptilia,Testudines,Emydidae,Trachemys,subspecies,ICZN,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,pet,2009/2024,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:59464973fe73bb7ce6c6f41b8db2c469,"Trachemys scripta elegans (Wied, 1838)",Animalia,Chordata,Reptilia,Testudines,Emydidae,Trachemys,subspecies,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,1975/2024,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak | Vogelbescherming Vlaanderen",,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:59464973fe73bb7ce6c6f41b8db2c469,"Trachemys scripta elegans (Wied, 1838)",Animalia,Chordata,Reptilia,Testudines,Emydidae,Trachemys,subspecies,ICZN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,casual,pet,2009/2024,Natagora,,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:5bc276d3137bc16f629b43e251aa6675,"Iguana iguana (Linnaeus, 1758)",Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2010/2019,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak | Vogelbescherming Vlaanderen",,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:5c173337ff181527acde9b275d17ae48,"Pituophis catenifer (Blainville, 1835)",Animalia,Chordata,Reptilia,Squamata,Colubridae,Pituophis,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2010/2010,Vogelbescherming Vlaanderen,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:5f4c8aad83dea48eb1aadf0ac0b2bd08,"Salamandra atra (Laurenti, 1768)",Animalia,Chordata,Amphibia,Urodela,Salamandridae,Salamandra,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2017/2017,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:609517e9bd98fdd425bbe64828941c99,"Duttaphrynus melanostictus (Schneider, 1799)",Animalia,Chordata,Amphibia,Anura,Bufonidae,Duttaphrynus,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,containerBulk,2015/2015,https://waarnemingen.be/observation/109769235/,,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:60d51d0f7f3382357f18763b8d972943,"Graptemys pseudogeographica kohnii (Baur, 1890)",Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys,subspecies,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2005/2018,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak | Vogelbescherming Vlaanderen",,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:615867d3e0f187d9543e375733aa2483,"Siren intermedia (Barnes, 1826)",Animalia,Chordata,Amphibia,Urodela,Sirenidae,Siren,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,otherTransport,2014/2014,SOS reptiel,in eel shipment,FALSE,TRUE,FALSE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:619409b42139334b2517e7b7f3024b48,"Natrix maura (Linnaeus, 1758)",Animalia,Chordata,Reptilia,Squamata,Natricidae,Natrix,species,ICZN,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,,1967/1967,"Weiserbs A. et Jacob J.-P. 2005. Amphibiens et Reptiles de la Région de Bruxelles-Capitale. Aves et Institut Bruxellois pour la Gestion de l’Environnement, Bruxelles. 107 pages.",,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:619409b42139334b2517e7b7f3024b48,"Natrix maura (Linnaeus, 1758)",Animalia,Chordata,Reptilia,Squamata,Natricidae,Natrix,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,timberTrade,2015/2019,Hyla database,Eke - Schelde Eke - Schelde t.h.v. Bolveerput (OV),FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:688173963b84810187d7b83e39b2eaf4,"Apalone ferox (Schneider, 1783)",Animalia,Chordata,Reptilia,Testudines,Trionychidae,Apalone,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2020/2020,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:69c04e84e8c6abc981ad1c57068556cb,"Xenopus laevis (Daudin, 1802)",Animalia,Chordata,Amphibia,Anura,Pipidae,Xenopus,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,colonising,research,2006/2024,"Hyla database | Vogelbescherming Vlaanderen | Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak","campus Drie Eiken Antwerp University, pond with 30 larvae, obs. Bart Vervust",FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:69c04e84e8c6abc981ad1c57068556cb,"Xenopus laevis (Daudin, 1802)",Animalia,Chordata,Amphibia,Anura,Pipidae,Xenopus,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,colonising,pet,2006/2024,"Hyla database | Vogelbescherming Vlaanderen | Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak","campus Drie Eiken Antwerp University, pond with 30 larvae, obs. Bart Vervust",FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:69c04e84e8c6abc981ad1c57068556cb,"Xenopus laevis (Daudin, 1802)",Animalia,Chordata,Amphibia,Anura,Pipidae,Xenopus,species,ICZN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,colonising,research,2006/2024,Natagora,,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:69c04e84e8c6abc981ad1c57068556cb,"Xenopus laevis (Daudin, 1802)",Animalia,Chordata,Amphibia,Anura,Pipidae,Xenopus,species,ICZN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,colonising,pet,2006/2024,Natagora,,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:6c4815cf6cffb1dc157c0eff5c4b4bb4,"Vipera aspis (Linnaeus, 1758)",Animalia,Chordata,Reptilia,Squamata,Viperidae,Vipera,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,otherTransport,2007/2007,https://www.natuurhulpcentrum.be/giftige-aspisadder-reist-mee-naar-belgie--2/,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:70293e0e1a8626d282e2ce4fa38ab7c9,"Podarcis liolepis (Boulenger, 1905)",Animalia,Chordata,Reptilia,Squamata,Lacertidae,Podarcis,species,ICZN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,casual,otherTransport,2011/2011,https://rainne.natagora.be/fileadmin/Rainne/Echo_des_rainettes/EDR_septembre_12.pdf,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:708c65892ee9c610281537e9a4b2c11f,"Spilotes pullatus (Linnaeus, 1758)",Animalia,Chordata,Reptilia,Squamata,Colubridae,Spilotes,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2010/2017,Vogelbescherming Vlaanderen,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:74b25254434e727a0212512792e97d52,"Graptemys ouachitensis (Cagle, 1953)",Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys,species,ICZN,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,pet,2018/2018,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:74b25254434e727a0212512792e97d52,"Graptemys ouachitensis (Cagle, 1953)",Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2018/2018,https://www.gbif.org/occurrence/download/0055570-200613084148143,,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:7755fc64fafe2f680dc851e927acec8e,"Natrix tessellata (Laurenti, 1768)",Animalia,Chordata,Reptilia,Squamata,Natricidae,Natrix,species,ICZN,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,,1962/1962,"Weiserbs A. et Jacob J.-P. 2005. Amphibiens et Reptiles de la Région de Bruxelles-Capitale. Aves et Institut Bruxellois pour la Gestion de l’Environnement, Bruxelles. 107 pages.",,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:7755fc64fafe2f680dc851e927acec8e,"Natrix tessellata (Laurenti, 1768)",Animalia,Chordata,Reptilia,Squamata,Natricidae,Natrix,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,otherTransport,1996/2024,"Jooris, R. & Lehouck, M. (2007). De Muurhagedis in Vlaanderen. Natuur.focus 6(4):123-129",vicinity of railway station of Leuven,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:7755fc64fafe2f680dc851e927acec8e,"Natrix tessellata (Laurenti, 1768)",Animalia,Chordata,Reptilia,Squamata,Natricidae,Natrix,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,1996/2024,"Jooris, R. & Lehouck, M. (2007). De Muurhagedis in Vlaanderen. Natuur.focus 6(4):123-129",vicinity of railway station of Leuven,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:7755fc64fafe2f680dc851e927acec8e,"Natrix tessellata (Laurenti, 1768)",Animalia,Chordata,Reptilia,Squamata,Natricidae,Natrix,species,ICZN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,casual,,,Natagora,,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:792632118267d7cf07d4580725dc6db1,"Elaphe quatuorlineata (Lacépède, 1987)",Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,otherTransport,2012/2013,Vogelbescherming Vlaanderen,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:7adb36eb57a395c0809e0b8c554c5186,"Antaresia childreni (Gray, 1842)",Animalia,Chordata,Reptilia,Squamata,Pythonidae,Antaresia,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2018/2018,Vogelbescherming Vlaanderen,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:7b142018a287e0bcd4af825d5841c1fe,"Pantherophis guttatus (Linnaeus, 1766)",Animalia,Chordata,Reptilia,Squamata,Colubridae,Pantherophis,species,ICZN,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,pet,2015/2017,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:7b142018a287e0bcd4af825d5841c1fe,"Pantherophis guttatus (Linnaeus, 1766)",Animalia,Chordata,Reptilia,Squamata,Colubridae,Pantherophis,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2010/2024,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak | Vogelbescherming Vlaanderen",,FALSE,FALSE,TRUE
