Lijst,PublicatieJaar,LaatsteVersie,NaamWet,NaamNed,taxongroep,NaamWet_interpretatie,Auteur,NaamNed_interpretatie,KenmerkwaardeCode,Kenmerkwaarde,dwc_language,dwc_license,dwc_rightsHolder,dwc_accessRights,dwc_institutionCode,dwc_datasetName,dwc_ownerInstitutionCode,dwc_taxonRank,dwc_continent,dwc_country,dwc_stateProvince,dwc_countryCode
Subsidiebesluit,2017,1,Lanius collurio,Grauwe klauwier,Vogels,Lanius collurio,NULL,Grauwe klauwier,3,onderhoud van kleine landschapselementen: houtkant,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Lanius collurio,Grauwe klauwier,Vogels,Lanius collurio,NULL,Grauwe klauwier,4,onderhoud van kleine landschapselementen: knotbomen,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Lanius collurio,Grauwe klauwier,Vogels,Lanius collurio,NULL,Grauwe klauwier,5,onderhoud van kale bodem - microschaal,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Lanius collurio,Grauwe klauwier,Vogels,Lanius collurio,NULL,Grauwe klauwier,6,gefaseerd maaien omwille van ongewervelden,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Lasiommata megera,Argusvlinder,Dagvlinders,Lasiommata megera,NULL,Argusvlinder,2,onderhoud van kleine landschapselementen: haag,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Lasiommata megera,Argusvlinder,Dagvlinders,Lasiommata megera,NULL,Argusvlinder,3,onderhoud van kleine landschapselementen: houtkant,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Lasiommata megera,Argusvlinder,Dagvlinders,Lasiommata megera,NULL,Argusvlinder,4,onderhoud van kleine landschapselementen: knotbomen,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Lasiommata megera,Argusvlinder,Dagvlinders,Lasiommata megera,NULL,Argusvlinder,5,onderhoud van kale bodem - microschaal,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Lasiommata megera,Argusvlinder,Dagvlinders,Lasiommata megera,NULL,Argusvlinder,6,gefaseerd maaien omwille van ongewervelden,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Lepus europaeus,Haas,Zoogdieren,Lepus europaeus,NULL,Haas,2,onderhoud van kleine landschapselementen: haag,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Lepus europaeus,Haas,Zoogdieren,Lepus europaeus,NULL,Haas,3,onderhoud van kleine landschapselementen: houtkant,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Lepus europaeus,Haas,Zoogdieren,Lepus europaeus,NULL,Haas,4,onderhoud van kleine landschapselementen: knotbomen,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Lepus europaeus,Haas,Zoogdieren,Lepus europaeus,NULL,Haas,5,onderhoud van kale bodem - microschaal,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Lepus europaeus,Haas,Zoogdieren,Lepus europaeus,NULL,Haas,6,gefaseerd maaien omwille van ongewervelden,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Pyronia tithonus,Oranje zandoogje,Dagvlinders,Pyronia tithonus,NULL,Oranje zandoogje,2,onderhoud van kleine landschapselementen: haag,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Pyronia tithonus,Oranje zandoogje,Dagvlinders,Pyronia tithonus,NULL,Oranje zandoogje,3,onderhoud van kleine landschapselementen: houtkant,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Pyronia tithonus,Oranje zandoogje,Dagvlinders,Pyronia tithonus,NULL,Oranje zandoogje,4,onderhoud van kleine landschapselementen: knotbomen,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Pyronia tithonus,Oranje zandoogje,Dagvlinders,Pyronia tithonus,NULL,Oranje zandoogje,5,onderhoud van kale bodem - microschaal,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Pyronia tithonus,Oranje zandoogje,Dagvlinders,Pyronia tithonus,NULL,Oranje zandoogje,6,gefaseerd maaien omwille van ongewervelden,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Saxicola rubetra,Paapje,Vogels,Saxicola rubetra,NULL,Paapje,2,onderhoud van kleine landschapselementen: haag,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Saxicola rubetra,Paapje,Vogels,Saxicola rubetra,NULL,Paapje,3,onderhoud van kleine landschapselementen: houtkant,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Saxicola rubetra,Paapje,Vogels,Saxicola rubetra,NULL,Paapje,4,onderhoud van kleine landschapselementen: knotbomen,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Saxicola rubetra,Paapje,Vogels,Saxicola rubetra,NULL,Paapje,5,onderhoud van kale bodem - microschaal,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Saxicola rubetra,Paapje,Vogels,Saxicola rubetra,NULL,Paapje,6,gefaseerd maaien omwille van ongewervelden,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Saxicola torquatus,Roodborsttapuit,Vogels,Saxicola rubicola,NULL,Roodborsttapuit,2,onderhoud van kleine landschapselementen: haag,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Saxicola torquatus,Roodborsttapuit,Vogels,Saxicola rubicola,NULL,Roodborsttapuit,3,onderhoud van kleine landschapselementen: houtkant,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Saxicola torquatus,Roodborsttapuit,Vogels,Saxicola rubicola,NULL,Roodborsttapuit,4,onderhoud van kleine landschapselementen: knotbomen,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Saxicola torquatus,Roodborsttapuit,Vogels,Saxicola rubicola,NULL,Roodborsttapuit,5,onderhoud van kale bodem - microschaal,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Saxicola torquatus,Roodborsttapuit,Vogels,Saxicola rubicola,NULL,Roodborsttapuit,6,gefaseerd maaien omwille van ongewervelden,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Sylvia communis,Grasmus,Vogels,Sylvia communis,NULL,Grasmus,2,onderhoud van kleine landschapselementen: haag,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Sylvia communis,Grasmus,Vogels,Sylvia communis,NULL,Grasmus,3,onderhoud van kleine landschapselementen: houtkant,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Sylvia communis,Grasmus,Vogels,Sylvia communis,NULL,Grasmus,4,onderhoud van kleine landschapselementen: knotbomen,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Sylvia communis,Grasmus,Vogels,Sylvia communis,NULL,Grasmus,5,onderhoud van kale bodem - microschaal,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Sylvia communis,Grasmus,Vogels,Sylvia communis,NULL,Grasmus,6,gefaseerd maaien omwille van ongewervelden,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Sylvia curruca,Braamsluiper,Vogels,Sylvia curruca,NULL,Braamsluiper,2,onderhoud van kleine landschapselementen: haag,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Sylvia curruca,Braamsluiper,Vogels,Sylvia curruca,NULL,Braamsluiper,3,onderhoud van kleine landschapselementen: houtkant,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Sylvia curruca,Braamsluiper,Vogels,Sylvia curruca,NULL,Braamsluiper,4,onderhoud van kleine landschapselementen: knotbomen,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Sylvia curruca,Braamsluiper,Vogels,Sylvia curruca,NULL,Braamsluiper,5,onderhoud van kale bodem - microschaal,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Sylvia curruca,Braamsluiper,Vogels,Sylvia curruca,NULL,Braamsluiper,6,gefaseerd maaien omwille van ongewervelden,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Acrocephalus palustris,Bosrietzanger,Vogels,Acrocephalus palustris,NULL,Bosrietzanger,2,onderhoud van kleine landschapselementen: haag,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Acrocephalus palustris,Bosrietzanger,Vogels,Acrocephalus palustris,NULL,Bosrietzanger,3,onderhoud van kleine landschapselementen: houtkant,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Acrocephalus palustris,Bosrietzanger,Vogels,Acrocephalus palustris,NULL,Bosrietzanger,5,onderhoud van kale bodem - microschaal,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Acrocephalus palustris,Bosrietzanger,Vogels,Acrocephalus palustris,NULL,Bosrietzanger,6,gefaseerd maaien omwille van ongewervelden,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Gallinago gallinago,Watersnip,Vogels,Gallinago gallinago,NULL,Watersnip,2,onderhoud van kleine landschapselementen: haag,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Gallinago gallinago,Watersnip,Vogels,Gallinago gallinago,NULL,Watersnip,3,onderhoud van kleine landschapselementen: houtkant,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Gallinago gallinago,Watersnip,Vogels,Gallinago gallinago,NULL,Watersnip,5,onderhoud van kale bodem - microschaal,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Gallinago gallinago,Watersnip,Vogels,Gallinago gallinago,NULL,Watersnip,6,gefaseerd maaien omwille van ongewervelden,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Locustella naevia,Sprinkhaanzanger,Vogels,Locustella naevia,NULL,Sprinkhaanzanger,2,onderhoud van kleine landschapselementen: haag,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Locustella naevia,Sprinkhaanzanger,Vogels,Locustella naevia,NULL,Sprinkhaanzanger,3,onderhoud van kleine landschapselementen: houtkant,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Locustella naevia,Sprinkhaanzanger,Vogels,Locustella naevia,NULL,Sprinkhaanzanger,5,onderhoud van kale bodem - microschaal,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Locustella naevia,Sprinkhaanzanger,Vogels,Locustella naevia,NULL,Sprinkhaanzanger,6,gefaseerd maaien omwille van ongewervelden,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Micromys minutus,Dwergmuis,Zoogdieren,Micromys minutus,NULL,Dwergmuis,2,onderhoud van kleine landschapselementen: haag,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Micromys minutus,Dwergmuis,Zoogdieren,Micromys minutus,NULL,Dwergmuis,3,onderhoud van kleine landschapselementen: houtkant,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Micromys minutus,Dwergmuis,Zoogdieren,Micromys minutus,NULL,Dwergmuis,5,onderhoud van kale bodem - microschaal,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Micromys minutus,Dwergmuis,Zoogdieren,Micromys minutus,NULL,Dwergmuis,6,gefaseerd maaien omwille van ongewervelden,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Pseudochorthippus montanus,Zompsprinkhaan,Sprinkhanen,Pseudochorthippus montanus,NULL,Zompsprinkhaan,2,onderhoud van kleine landschapselementen: haag,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Pseudochorthippus montanus,Zompsprinkhaan,Sprinkhanen,Pseudochorthippus montanus,NULL,Zompsprinkhaan,3,onderhoud van kleine landschapselementen: houtkant,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Pseudochorthippus montanus,Zompsprinkhaan,Sprinkhanen,Pseudochorthippus montanus,NULL,Zompsprinkhaan,5,onderhoud van kale bodem - microschaal,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Pseudochorthippus montanus,Zompsprinkhaan,Sprinkhanen,Pseudochorthippus montanus,NULL,Zompsprinkhaan,6,gefaseerd maaien omwille van ongewervelden,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Stethophyma grossum,Moerassprinkhaan,Sprinkhanen,Stethophyma grossum,NULL,Moerassprinkhaan,2,onderhoud van kleine landschapselementen: haag,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Stethophyma grossum,Moerassprinkhaan,Sprinkhanen,Stethophyma grossum,NULL,Moerassprinkhaan,3,onderhoud van kleine landschapselementen: houtkant,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Stethophyma grossum,Moerassprinkhaan,Sprinkhanen,Stethophyma grossum,NULL,Moerassprinkhaan,5,onderhoud van kale bodem - microschaal,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Stethophyma grossum,Moerassprinkhaan,Sprinkhanen,Stethophyma grossum,NULL,Moerassprinkhaan,6,gefaseerd maaien omwille van ongewervelden,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Vertigo moulinsiana,Zeggenkorfslak,Weekdieren,Vertigo moulinsiana,NULL,Zeggenkorfslak,2,onderhoud van kleine landschapselementen: haag,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Vertigo moulinsiana,Zeggenkorfslak,Weekdieren,Vertigo moulinsiana,NULL,Zeggenkorfslak,3,onderhoud van kleine landschapselementen: houtkant,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Vertigo moulinsiana,Zeggenkorfslak,Weekdieren,Vertigo moulinsiana,NULL,Zeggenkorfslak,5,onderhoud van kale bodem - microschaal,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Vertigo moulinsiana,Zeggenkorfslak,Weekdieren,Vertigo moulinsiana,NULL,Zeggenkorfslak,6,gefaseerd maaien omwille van ongewervelden,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Coronella austriaca,Gladde slang,Reptielen,Coronella austriaca,NULL,Gladde slang,2,onderhoud van kleine landschapselementen: haag,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Coronella austriaca,Gladde slang,Reptielen,Coronella austriaca,NULL,Gladde slang,3,onderhoud van kleine landschapselementen: houtkant,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Coronella austriaca,Gladde slang,Reptielen,Coronella austriaca,NULL,Gladde slang,5,onderhoud van kale bodem - microschaal,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Coronella austriaca,Gladde slang,Reptielen,Coronella austriaca,NULL,Gladde slang,6,gefaseerd maaien omwille van ongewervelden,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Oenanthe oenanthe,Tapuit,Vogels,Oenanthe oenanthe,NULL,Tapuit,2,onderhoud van kleine landschapselementen: haag,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Oenanthe oenanthe,Tapuit,Vogels,Oenanthe oenanthe,NULL,Tapuit,3,onderhoud van kleine landschapselementen: houtkant,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Oenanthe oenanthe,Tapuit,Vogels,Oenanthe oenanthe,NULL,Tapuit,5,onderhoud van kale bodem - microschaal,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Oenanthe oenanthe,Tapuit,Vogels,Oenanthe oenanthe,NULL,Tapuit,6,gefaseerd maaien omwille van ongewervelden,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Vipera berus,Adder,Reptielen,Vipera berus,NULL,Adder,2,onderhoud van kleine landschapselementen: haag,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Vipera berus,Adder,Reptielen,Vipera berus,NULL,Adder,3,onderhoud van kleine landschapselementen: houtkant,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Vipera berus,Adder,Reptielen,Vipera berus,NULL,Adder,5,onderhoud van kale bodem - microschaal,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Vipera berus,Adder,Reptielen,Vipera berus,NULL,Adder,6,gefaseerd maaien omwille van ongewervelden,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Zootoca vivipara,Levendbarende hagedis,Reptielen,Zootoca vivipara,NULL,Levendbarende hagedis,2,onderhoud van kleine landschapselementen: haag,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Zootoca vivipara,Levendbarende hagedis,Reptielen,Zootoca vivipara,NULL,Levendbarende hagedis,3,onderhoud van kleine landschapselementen: houtkant,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
