language,license,rightsHolder,accessRights,datasetID,institutionCode,datasetName,taxonID,scientificName,kingdom,phylum,class,order,family,genus,taxonRank,nomenclaturalCode,locationID,locality,countryCode,occurrenceStatus,establishmentMeans,degreeOfEstablishment,pathway,eventDate,source,isMarine,isFreshwater,isTerrestrial
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:1ef46b04926b945e9a385a21f1e3c8ec,"Evarcha jucunda (Lucas, 1846)",Animalia,Arthropoda,Arachnida,,Salticidae,Evarcha,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,,1995/,"Alderweireldt, M. 1996. Evarcha jucunda (Lucas), nieuw voor de Belgische fauna (Araneae: Salticidae): introductie, zwerver of noordwaartse areaalsuitbreiding. Nieuwsbrief van de Belgische Arachnologische Vereniging, 11(3):79-80.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:1f84bf295d56bbb2c32cfb0af34a1287,"Uroctea durandi (Latreille, 1809)",Animalia,Arthropoda,Arachnida,,Oecobiidae,Uroctea,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,,2018/,ARABEL exotendatabank (2018-08-10),FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:21004d75bf5dc504406ab6d514d82757,"Micropholcus fauroti (Simon, 1887)",Animalia,Arthropoda,Arachnida,,Pholcidae,Micropholcus,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,containerBulk,2001/,"Van Keer, K. & Van Keer, J. 2001. Ingeburgerde exotische trilspinnen (Araneae: Pholcidae) in Antwerpse haven en enkele algemene bedenkingen bij spinnenmigratie. Nieuwsbrief van de Belgische Arachnologische Vereniging, 16(3):81-86.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:21efd7e0b9b24447b43607d280a3f2be,Cerobasis annulata,Animalia,Arthropoda,Insecta,Psocoptera,,,species,ICZN,ISO_3166-2:BE,Belgium,BE,present,introduced,,,,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:22165020039373801f9f790631f30ebd,Dorypteryx pallida,Animalia,Arthropoda,Insecta,Psocoptera,,,species,ICZN,ISO_3166-2:BE,Belgium,BE,present,introduced,,,,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:22ce15323197a68255c063f4b66c1d9f,Teredo navalis,Animalia,Mollusca,,,,,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,,,VLIZ list,,,
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:232783d30768c372cce1c3e484411942,Meneta dilatatus,Animalia,Mollusca,,,,,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,,,"Sablon et al., 2010",,,
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:23a192c63089427588695c2c52467910,Stropharia aurantiaca (Cooke) M. Imai,Fungi,Basidiomycota,,Agaricales,Hymenogastraceae,Stropharia,species,ICN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,,,Steeman & Veraghtert 2011 Natuur.Focus,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:246d6fa8692126881dbd6aa3fcf5f0a1,"Choreutis nemorana (Hubner, 1799)",Animalia,Arthropoda,Insecta,Lepidoptera,Choreutidae,Choreutis,species,ICZN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,established,contaminantOnPlants,2009/,https://www.natuurpunt.be/nieuws/vijgenskeletteermot-profiteert-van-vijgenbomen-tuinen-20170607,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:246d6fa8692126881dbd6aa3fcf5f0a1,"Choreutis nemorana (Hubner, 1799)",Animalia,Arthropoda,Insecta,Lepidoptera,Choreutidae,Choreutis,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,contaminantOnPlants,2015/,https://www.natuurpunt.be/nieuws/vijgenskeletteermot-profiteert-van-vijgenbomen-tuinen-20170607,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:249b676598228522cfbfc3292c772148,"Trichorina tomentosa (Budde-Lund, 1893)",Animalia,Arthropoda,Malacostraca,Isopoda,Oniscidae,Trichorina,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,,1956/,"Polk PH, Van Oye P (1956) Studie der Landisopoden in België: systematisch-oecologisch. Licenciaatsverhandeling 1956. Universiteit Gent.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:24d4a2b0a38490cb84695fc57036b473,"Eumodicogryllus bordigalensis (Latreille, 1804)",Animalia,Arthropoda,Insecta,Orthoptera,Eumodicogryllus,Eumodicogryllus,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,reproducing,transportationHabitatMaterial,2018/,https://www.natuurpunt.be/nieuws/spoorkrekel-duikt-voor-het-eerst-op-belgië-20180830,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:24d4a2b0a38490cb84695fc57036b473,"Eumodicogryllus bordigalensis (Latreille, 1804)",Animalia,Arthropoda,Insecta,Orthoptera,Eumodicogryllus,Eumodicogryllus,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,reproducing,transportStowaway,2018/,https://www.natuurpunt.be/nieuws/spoorkrekel-duikt-voor-het-eerst-op-belgië-20180830,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:25d90bad36d561c33ed5adf6bb8eb795,Seifertia azaleae (Peck) Partr. & Morgan-Jones,Fungi,Ascomycota,Ascomycetes,,,,species,ICN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,contaminantNursery,2002/,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:262e63b61c546ded1e5b9c1360df8ebf,Ctenolepisma longicaudata,Animalia,Arthropoda,Insecta,Zygentoma,Lepismatidae,Ctenolepisma,species,,ISO_3166-2:BE,Belgium,BE,present,introduced,,,,,,,
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:2772197eb7786a8da331440c09e79155,"Caenoplana bicolor (Graff, 1899)",Animalia,Platyhelminthes,,Tricladida,Geoplanidae,Caenoplana,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,transportationHabitatMaterial,2015/,bopco,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:27ca67e2eb80d664cccae52120479f96,Candidula intersecta,Animalia,Mollusca,,,,,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,,,,,,
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:292a4951cbdd8cc0118e5d53af1ed84e,"Anoplophora glabripennis (Motschulsky, 1854)",Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,transported,transportStowaway,2008/,unpubl. data,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:2a21b2165fad19659d88b2799107175e,Trichopsocus clarus,Animalia,Arthropoda,Insecta,Psocoptera,,,species,ICZN,ISO_3166-2:BE,Belgium,BE,present,introduced,,,,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:2a57b5e6ede563a0ccf6a9d83d599c2d,"Lasius neglectus van Loon, Boomsma & Andrásfalvy, 1990",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,contaminantOnPlants,,"Dekoninck, W, Lock, K, and Janssens, F., 2007. Eur. J. Entomol. 104, 159-161. | Dekoninck W, De Baere C, Mertens J & Maelfait J-P, 2002. On the arrival of the Asian invader ant Lasius neglectus in Belgium (Hymenoptera: Formicidae). Bulletin S.R.B.E./K.B.V.E., 138: 45-48.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:2afa7ada35e7ffa8f23de43c9ff60a06,"Latrodectus hesperus Chamberlin & Ivie, 1935",Animalia,Arthropoda,Arachnida,,Theridiidae,Latrodectus,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,transported,containerBulk,2013/,ARABEL exotendatabank (2018-08-10),FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:2c5bfda90a9afb0bdc52c115642ef60a,"Achatina fulica (Férussac, 1821)",Animalia,,,,,,species,ICZN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,casual,pet,,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:2d19c968eda2021826700144950dce1e,"Stephanitis rhododendri Horváth, 1905",Animalia,,,,,,species,ICN,ISO_3166-2:BE,Belgium,BE,present,introduced,,contaminantOnPlants,,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:2ed5a5031f8e2cafe5bc86220bd71ee3,Cernuella neglecta,Animalia,Mollusca,,,,,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,,,Van Loen et al. 2006 rode lijst,,,
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:2fb8ca3deefe5776669a297af9b9a2bb,"Acheta domesticus (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Acheta,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,transportStowaway,,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:2fb8ca3deefe5776669a297af9b9a2bb,"Acheta domesticus (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Acheta,species,ICZN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,established,transportStowaway,,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:30da151bf3ba5497c6b4d72f4b3bfdfd,"Triaeris stenaspis Simon, 1891",Animalia,Arthropoda,Arachnida,,Oonopidae,Triaeris,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,contaminantOnPlants,,"Kekenbosch, J. Bosmans, R. & Baert, L. 1977. Soortenlijst der Belgische spinnen. Studiedocumenten van het Koninklijk Belgische Instituut voor Natuurwetenschappen, 11:1-36.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:314aeef7f38b0f092d5f40fbf139df9c,"Tetraponera allaborans (Walker, 1859)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetraponera,species,ICZN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,casual,,,"Dekoninck W, Hendrickx F, Dethier M, & Maelfait J-P, 2010. Spontaneous afforestation endangers the special ant fauna of abandoned quarries along the river Meuse (Wallonia, Belgium). Restoration Ecology, 18(5): 681-690.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:32cd88e5de70f21feb48000de6b0aa4c,"Graphocephala fennahi Young, 1977",Animalia,,,,,,species,ICN,ISO_3166-2:BE,Belgium,BE,present,introduced,,,,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:32dc2e18733fffa92ba4e1b35d03c4e2,Ferrissia fragilis,Animalia,Mollusca,,,,,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,,,"Van Goethem & Sablon, 1986",,,
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:335232c3b360c557a5986df287dab330,"Epuraea imperialis (Reitter, 1877)",Animalia,Arthropoda,Insecta,Coleoptera,Nitidulidae,Epuraea,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,,2012-06-24/,"Jelinek J et al. (2016) Epuraea imperialis (Reitter, 1877). New invasive species of Nitidulidae (Coleoptera) in Europe, with a checklist of sap beetles introduced to Europe and Mediterranean areas. AAPP | Physical, Mathematical, and Natural Sciences, 94(2): 1-24. https://doi.org/10.1478/AAPP.942A4",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:384d1fdb50d88ba923d765565c9a6bb5,Ectopsocus petersi,Animalia,Arthropoda,Insecta,Psocoptera,,,species,ICZN,ISO_3166-2:BE,Belgium,BE,present,introduced,,,,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:3915fd185e789f039c7d2f648d712dbb,"Otiorhynchus cribricollis Gyllenhal, 1834",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Otiorhynchus,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,contaminantOnPlants,,"Drumont et al. 2018 Note sur quelques espèces invasives d'Otiorhynchus Germar, 1822 en Belgique (Coleoptera: Curculionidae). Bulletin de la Société royale belge d’Entomologie/Bulletin van de Koninklijke Belgische vereniging voor entomologie 154 : 97–104",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:3915fd185e789f039c7d2f648d712dbb,"Otiorhynchus cribricollis Gyllenhal, 1834",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Otiorhynchus,species,ICZN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,,contaminantOnPlants,,"Drumont et al. 2018 Note sur quelques espèces invasives d'Otiorhynchus Germar, 1822 en Belgique (Coleoptera: Curculionidae). Bulletin de la Société royale belge d’Entomologie/Bulletin van de Koninklijke Belgische vereniging voor entomologie 154 : 97–104",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:399370545673ad8c53cd8841c66b567d,Scutigera coleoptrata (Linnaeus 1758),Animalia,Arthropoda,Chilopoda,Scutigeromorpha,Scutigeridae,Scutigera,species,ICZN,ISO_3166-2:BE,Belgium,BE,present,introduced,,,,"Lock K (2010) Updated checklist of the Belgian centipedes (Chilopoda). Entomologie faunistique-Faunistic Entomology. 62 (1), 35-39",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:399370545673ad8c53cd8841c66b567d,Scutigera coleoptrata (Linnaeus 1758),Animalia,Arthropoda,Chilopoda,Scutigeromorpha,Scutigeridae,Scutigera,species,ICZN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,,,,"Lock, K. (2009) Updated checklist of the Belgian centipedes (Chilopoda). Entomologie faunistique – Faunistic Entomology 2010 (2009) 62 (1), 35-39",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:3a3104e2d80a0bedc6778c8595e9b3e3,Neuroctenus lestoni,Animalia,Arthropoda,Insecta,Hemiptera,Aradidae,Neuroctenus,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,,,"Chérot, F., Aukema,B., Bruers,J.& Viskens,G. (2011) Exotic species of Aradidae nad Miridae recently found in Antwerp harbour, bull KBVE 147: 15-19",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:3b00b08242070ade93b08f0874f23812,"Steatoda nobilis (Thorell, 1875)",Animalia,Arthropoda,Arachnida,,Theridiidae,Steatoda,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,transported,,2009/,"Van Keer, K. 2010. An update on the verified reports of imported spiders (Araneae) from Belgium. Nieuwsbrief van de Belgische Arachnologische Vereniging 25(3): 210-214.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:3b23d597036f327aaeaa4a423de62cac,Urocystis trollii Nannf.,Fungi,Basidiomycota,,Urocystidales,Urocystidaceae,Urocystis,species,ICN,ISO_3166-2:BE,Belgium,BE,present,introduced,,,,"Vanderweyen A & Fraiture A (2014) Catalogue des Ustilaginales sl de Belgique. Lejeunia, Revue de Botanique.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:3cb6206d76ff883611673bfb18d83553,Rangia cuneata,Animalia,Mollusca,,,,,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,,,"Verween et al., 2006, P. Jacobs unpublished",,,
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:3e2f6f1a9a929a4661c726f0e0ba821f,"Saitis barbipes (Simon, 1868)",Animalia,Arthropoda,Arachnida,,Salticidae,Saitis,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,,2006/,"Lambeets, K., Bosmans, R. & Bonte, D. 2007. Two exotic spider species (Araneae), Zoropsis spinimana (Zoropsidae) and Saitis barbipes (Salticidae), recently found in the inner city of Ghent (Belgium). Nieuwsbrief van de Belgische Arachnologische Vereniging, 22(2):55-60.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:3e2f6f1a9a929a4661c726f0e0ba821f,"Saitis barbipes (Simon, 1868)",Animalia,Arthropoda,Arachnida,,Salticidae,Saitis,species,ICZN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,casual,,2013/,ARABEL exotendatabank (2018-08-10),FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:402888218efece0fe4156dd6bab66d21,Cernuella cisalpina,Animalia,Mollusca,,,,,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,,,Van Loen et al. 2006 rode lijst,,,
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:4034d15d25704640fbd47e492335f4f1,"Anoplophora chinensis (Forster, 1771)",Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,transported,contaminantOnPlants,2005/,"Thomaes A. 2006 Anoplophora chinensis Förster voor het eerst gevonden in België (Coleoptera, Cerambycidae). Entomo-info",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:4083a806b5a17baf5aa9c992bf9fbe1c,Synarmadillo,Animalia,Arthropoda,Malacostraca,Isopoda,Oniscidae,Synarmadillo,genus,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,,,"De Smedt P, Arijs G, Segers S, Boeraeve P (2017) Woodlice of the green houses at Ghent Botanical Garden and Botanic Garden Meise with two new exotic species for Belgium (Isopoda: Oniscidae). Bulletin de la Société royale belge d’Entomologie/Bulletin van de Koninklijke Belgische Vereniging voor Entomologie, 153: 109-112.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:4415043d96d97342c001e05db58323cd,"Gobiosoma bosc (Lacepède, 1800)",Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gobiosoma,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,transported,ballastWater,2018/,Verreycken pers comm,,,
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:4573993d9f1c11852bbf3ec29b34e066,"Batrachochytrium dendrobatidis Longcore, Pessier & D.K. Nichols",Fungi,Chytridiomycota,,,,Batrachochytrium,species,ICN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,parasitesOnAnimals,/2018,,FALSE,TRUE,FALSE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:46f75db2bfca28104a610984172f1d16,"Paratrechina longicornis (Latreille, 1802)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Paratrechina,species,ICZN,ISO_3166-2:BE,Belgium,BE,present,introduced,casual,,,"Dekoninck W. & Brouckaert D., 2011. Paratrechina longicornis an introduced ant in a subtropicaswimming pool infrastructure in Belgium. Bulletin S.R.B.E./K.B.V.E., 147: 99-101.",FALSE,FALSE,TRUE
